Name,ID,Has Item,Mod,Class
MineFactoryReloaded:rail.cargo.dropoff,803,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailCargoDropoff
MineFactoryReloaded:rail.passenger.pickup,804,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailPassengerPickup
MineFactoryReloaded:rail.passenger.dropoff,805,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailPassengerDropoff
MineFactoryReloaded:rubberwood.sapling,806,true,null,powercrystals.minefactoryreloaded.block.BlockRubberSapling
MineFactoryReloaded:rubberwood.log,807,true,null,powercrystals.minefactoryreloaded.block.BlockRubberWood
MineFactoryReloaded:rubberwood.leaves,808,true,null,powercrystals.minefactoryreloaded.block.BlockRubberLeaves
MineFactoryReloaded:stainedglass.block,809,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryGlass
MineFactoryReloaded:stainedglass.pane,810,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryGlassPane
MineFactoryReloaded:road,811,true,null,powercrystals.minefactoryreloaded.block.transport.BlockFactoryRoad
MineFactoryReloaded:plastic,812,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryPlastic
MineFactoryReloaded:brick,813,true,null,powercrystals.minefactoryreloaded.block.decor.BlockDecorativeBricks
MineFactoryReloaded:stone,814,true,null,powercrystals.minefactoryreloaded.block.decor.BlockDecorativeStone
MineFactoryReloaded:pinkslime.block,815,true,null,powercrystals.minefactoryreloaded.block.decor.BlockPinkSlime
MineFactoryReloaded:vinescaffold,816,true,null,powercrystals.minefactoryreloaded.block.BlockVineScaffold
MineFactoryReloaded:farmland,817,true,null,powercrystals.minefactoryreloaded.block.BlockFertileSoil
MineFactoryReloaded:detcord,818,true,null,powercrystals.minefactoryreloaded.block.BlockDetCord
MineFactoryReloaded:laserair,819,false,null,powercrystals.minefactoryreloaded.block.BlockFakeLaser
MineFactoryReloaded:milk.still,820,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:sludge.still,821,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:sewage.still,822,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:mobessence.still,823,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:biofuel.still,824,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockExplodingFluid
MineFactoryReloaded:meat.still,825,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:pinkslime.still,826,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockPinkSlimeFluid
MineFactoryReloaded:chocolatemilk.still,827,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:mushroomsoup.still,828,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:steam.still,829,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
BuildCraft|Builders:buildToolBlock,830,true,null,buildcraft.builders.BlockBuildTool
BuildCraft|Builders:markerBlock,831,true,null,buildcraft.builders.BlockMarker
BuildCraft|Builders:pathMarkerBlock,832,true,null,buildcraft.builders.BlockPathMarker
BuildCraft|Builders:constructionMarkerBlock,833,true,null,buildcraft.builders.BlockConstructionMarker
BuildCraft|Builders:fillerBlock,834,true,null,buildcraft.builders.BlockFiller
BuildCraft|Builders:builderBlock,835,true,null,buildcraft.builders.BlockBuilder
BuildCraft|Builders:architectBlock,836,true,null,buildcraft.builders.BlockArchitect
BuildCraft|Builders:libraryBlock,837,true,null,buildcraft.builders.BlockBlueprintLibrary
BuildCraft|Energy:engineBlock,838,true,null,buildcraft.energy.BlockEngine
BuildCraft|Energy:blockOil,839,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Energy:blockFuel,840,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Energy:blockRedPlasma,841,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Factory:miningWellBlock,842,true,null,buildcraft.factory.BlockMiningWellCompat
BuildCraft|Factory:plainPipeBlock,843,true,null,buildcraft.factory.BlockPlainPipe
BuildCraft|Factory:autoWorkbenchBlock,844,true,null,buildcraft.factory.BlockAutoWorkbench
BuildCraft|Factory:frameBlock,845,true,null,buildcraft.factory.BlockFrame
BuildCraft|Factory:machineBlock,846,true,null,buildcraft.factory.BlockQuarryCompat
BuildCraft|Factory:tankBlock,847,true,null,buildcraft.factory.BlockTank
BuildCraft|Factory:pumpBlock,848,true,null,buildcraft.factory.BlockPump
BuildCraft|Factory:floodGateBlock,849,true,null,buildcraft.factory.BlockFloodGate
BuildCraft|Factory:refineryBlock,850,true,null,buildcraft.factory.BlockRefinery
BuildCraft|Factory:blockHopper,851,true,null,buildcraft.factory.BlockHopper
Thaumcraft:blockFluxGoo,852,true,null,thaumcraft.common.blocks.BlockFluxGoo
Thaumcraft:blockFluxGas,853,true,null,thaumcraft.common.blocks.BlockFluxGas
Thaumcraft:blockFluidPure,854,true,null,thaumcraft.common.blocks.BlockFluidPure
Thaumcraft:blockFluidDeath,855,true,null,thaumcraft.common.blocks.BlockFluidDeath
Thaumcraft:blockCustomOre,856,true,null,thaumcraft.common.blocks.BlockCustomOre
Thaumcraft:blockMagicalLog,857,true,null,thaumcraft.common.blocks.BlockMagicalLog
Thaumcraft:blockMagicalLeaves,858,true,null,thaumcraft.common.blocks.BlockMagicalLeaves
Thaumcraft:blockCustomPlant,859,true,null,thaumcraft.common.blocks.BlockCustomPlant
Thaumcraft:blockTaint,860,true,null,thaumcraft.common.blocks.BlockTaint
Thaumcraft:blockTaintFibres,861,true,null,thaumcraft.common.blocks.BlockTaintFibres
Thaumcraft:blockCosmeticOpaque,862,true,null,thaumcraft.common.blocks.BlockCosmeticOpaque
Thaumcraft:blockCosmeticSolid,863,true,null,thaumcraft.common.blocks.BlockCosmeticSolid
Thaumcraft:blockCrystal,864,true,null,thaumcraft.common.blocks.BlockCrystal
Thaumcraft:blockTube,865,true,null,thaumcraft.common.blocks.BlockTube
Thaumcraft:blockMetalDevice,866,true,null,thaumcraft.common.blocks.BlockMetalDevice
Thaumcraft:blockWoodenDevice,867,true,null,thaumcraft.common.blocks.BlockWoodenDevice
Thaumcraft:blockStoneDevice,868,true,null,thaumcraft.common.blocks.BlockStoneDevice
Thaumcraft:blockMirror,869,true,null,thaumcraft.common.blocks.BlockMirror
Thaumcraft:blockTable,870,true,null,thaumcraft.common.blocks.BlockTable
Thaumcraft:blockChestHungry,871,true,null,thaumcraft.common.blocks.BlockChestHungry
Thaumcraft:blockArcaneDoor,872,true,null,thaumcraft.common.blocks.BlockArcaneDoor
Thaumcraft:blockLifter,873,true,null,thaumcraft.common.blocks.BlockLifter
Thaumcraft:blockMagicBox,874,true,null,thaumcraft.common.blocks.BlockMagicBox
Thaumcraft:blockAlchemyFurnace,875,true,null,thaumcraft.common.blocks.BlockAlchemyFurnace
Thaumcraft:blockJar,876,true,null,thaumcraft.common.blocks.BlockJar
Thaumcraft:blockCandle,877,true,null,thaumcraft.common.blocks.BlockCandle
Thaumcraft:blockEldritch,878,true,null,thaumcraft.common.blocks.BlockEldritch
Thaumcraft:blockAiry,879,true,null,thaumcraft.common.blocks.BlockAiry
Thaumcraft:blockManaPod,880,true,null,thaumcraft.common.blocks.BlockManaPod
Thaumcraft:blockArcaneFurnace,881,true,null,thaumcraft.common.blocks.BlockArcaneFurnace
Thaumcraft:blockWarded,882,true,null,thaumcraft.common.blocks.BlockWarded
Thaumcraft:blockHole,883,true,null,thaumcraft.common.blocks.BlockHole
Thaumcraft:blockPortalEldritch,884,true,null,thaumcraft.common.blocks.BlockEldritchPortal
Thaumcraft:blockEssentiaReservoir,885,true,null,thaumcraft.common.blocks.BlockEssentiaReservoir
Thaumcraft:blockEldritchNothing,886,true,null,thaumcraft.common.blocks.BlockEldritchNothing
Thaumcraft:blockStairsArcaneStone,887,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsGreatwood,888,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsSilverwood,889,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsEldritch,890,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockCosmeticSlabWood,891,true,null,thaumcraft.common.blocks.BlockCosmeticWoodSlab
Thaumcraft:blockCosmeticSlabStone,892,true,null,thaumcraft.common.blocks.BlockCosmeticStoneSlab
Thaumcraft:blockCosmeticDoubleSlabWood,893,true,null,thaumcraft.common.blocks.BlockCosmeticWoodSlab
Thaumcraft:blockCosmeticDoubleSlabStone,894,true,null,thaumcraft.common.blocks.BlockCosmeticStoneSlab
Thaumcraft:blockLootUrn,895,true,null,thaumcraft.common.blocks.BlockLoot
Thaumcraft:blockLootCrate,896,true,null,thaumcraft.common.blocks.BlockLoot
Railcraft:fluid.creosote,897,true,null,mods.railcraft.common.fluids.BlockRailcraftFluid
Railcraft:fluid.steam,898,true,null,mods.railcraft.common.fluids.BlockRailcraftFluidFinite
Railcraft:residual.heat,899,true,null,mods.railcraft.common.blocks.hidden.BlockHidden
Railcraft:cube,900,true,null,mods.railcraft.common.blocks.aesthetics.cube.BlockCube
Railcraft:anvil,901,true,null,mods.railcraft.common.blocks.anvil.BlockRCAnvil
Railcraft:machine.alpha,902,true,null,mods.railcraft.common.blocks.machine.BlockMachine
Railcraft:machine.beta,903,true,null,mods.railcraft.common.blocks.machine.BlockMachine
Railcraft:track,904,true,null,mods.railcraft.common.blocks.tracks.BlockTrack
Railcraft:track.elevator,905,true,null,mods.railcraft.common.blocks.tracks.BlockTrackElevator
Railcraft:signal,906,true,null,mods.railcraft.common.blocks.signals.BlockSignalRailcraft
Railcraft:stair,907,true,null,mods.railcraft.common.blocks.aesthetics.stairs.BlockRailcraftStairs
Railcraft:slab,908,true,null,mods.railcraft.common.blocks.aesthetics.slab.BlockRailcraftSlab
Railcraft:lantern.stone,909,true,null,mods.railcraft.common.blocks.aesthetics.lantern.BlockLantern
Railcraft:lantern.metal,910,true,null,mods.railcraft.common.blocks.aesthetics.lantern.BlockLantern
Railcraft:brick.abyssal,911,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.bleachedbone,912,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.bloodstained,913,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.frostbound,914,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.infernal,915,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.quarried,916,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.sandy,917,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:brick.nether,918,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick
Railcraft:post,919,true,null,mods.railcraft.common.blocks.aesthetics.post.BlockPost
Railcraft:post.metal,920,true,null,mods.railcraft.common.blocks.aesthetics.post.BlockPostMetal
Railcraft:post.metal.platform,921,true,null,mods.railcraft.common.blocks.aesthetics.post.BlockPostMetal
Railcraft:wall.alpha,922,true,null,mods.railcraft.common.blocks.aesthetics.wall.BlockRailcraftWall
Railcraft:wall.beta,923,true,null,mods.railcraft.common.blocks.aesthetics.wall.BlockRailcraftWall
Railcraft:glass,924,true,null,mods.railcraft.common.blocks.aesthetics.glass.BlockStrengthGlass
Railcraft:detector,925,true,null,mods.railcraft.common.blocks.detector.BlockDetector
Railcraft:machine.gamma,926,true,null,mods.railcraft.common.blocks.machine.BlockMachine
Railcraft:machine.epsilon,927,true,null,mods.railcraft.common.blocks.machine.BlockMachine
Railcraft:ore,928,true,null,mods.railcraft.common.blocks.ore.BlockOre
Railcraft:worldlogic,929,true,null,mods.railcraft.common.blocks.ore.BlockWorldLogic
Railcraft:firestone.recharge,930,true,null,mods.railcraft.common.items.firestone.BlockFirestoneRecharge
Railcraft:frame,931,true,null,mods.railcraft.common.blocks.frame.BlockFrame
Railcraft:machine.delta,932,true,null,mods.railcraft.common.blocks.machine.BlockMachine
Artifice:tile.artifice.flora,933,true,null,shukaro.artifice.block.world.BlockFlora
Artifice:tile.artifice.flora.lily,934,true,null,shukaro.artifice.block.world.BlockLotus
Artifice:tile.artifice.basalt,935,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.marble,936,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.basalt.stairs.brick,937,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.marble.stairs.brick,938,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.basalt.stairs.cobblestone,939,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.marble.stairs.cobblestone,940,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.gray,941,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.gray.stairs.brick,942,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.gray.stairs.cobblestone,943,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.lightgray,944,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.lightgray.stairs.brick,945,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.lightgray.stairs.cobblestone,946,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.brown,947,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.brown.stairs.brick,948,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.brown.stairs.cobblestone,949,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.tan,950,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.tan.stairs.brick,951,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.tan.stairs.cobblestone,952,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.reddish,953,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.reddish.stairs.brick,954,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.reddish.stairs.cobblestone,955,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.bluish,956,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.bluish.stairs.brick,957,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.bluish.stairs.cobblestone,958,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.greenish,959,true,null,shukaro.artifice.block.world.BlockRock
Artifice:tile.artifice.limestone.greenish.stairs.brick,960,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.limestone.greenish.stairs.cobblestone,961,true,null,shukaro.artifice.block.decorative.BlockStairsArtifice
Artifice:tile.artifice.orecoal,962,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreiron,963,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.orelapis,964,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oregold,965,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.orediamond,966,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreredstone,967,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreredstone.glowing,968,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreemerald,969,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.orecopper,970,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oretin,971,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oresilver,972,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.orelead,973,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.orenickel,974,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oresulfur,975,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreender,976,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreender.glowing,977,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.oreuranium,978,true,null,shukaro.artifice.block.world.BlockOre
Artifice:tile.artifice.sulfur,979,true,null,shukaro.artifice.block.world.BlockSulfur
Artifice:tile.artifice.enderore,980,true,null,shukaro.artifice.block.world.BlockEnderOre
Artifice:tile.artifice.enderore.glowing,981,true,null,shukaro.artifice.block.world.BlockEnderOre
Artifice:tile.artifice.niter,982,true,null,shukaro.artifice.block.world.BlockNiter
Artifice:tile.artifice.fluid.bitumen,983,true,null,shukaro.artifice.block.fluid.BlockFluidBitumen
Artifice:tile.artifice.glowsand,984,true,null,shukaro.artifice.block.world.BlockGlowSand
Artifice:tile.artifice.coloredtorch0,985,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch1,986,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch2,987,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch3,988,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch4,989,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch5,990,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch6,991,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch7,992,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch8,993,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch9,994,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch10,995,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch11,996,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch12,997,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch13,998,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch14,999,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.coloredtorch15,1000,true,null,shukaro.artifice.block.decorative.BlockColoredTorch
Artifice:tile.artifice.charredlog,1001,true,null,shukaro.artifice.block.world.BlockCharredLog
Artifice:tile.artifice.tephra,1002,true,null,shukaro.artifice.block.world.BlockTephra
Artifice:tile.artifice.attunedredstone.transmitter,1003,true,null,shukaro.artifice.block.functional.BlockAttunedRedstone
Artifice:tile.artifice.attunedredstone.receiver,1004,true,null,shukaro.artifice.block.functional.BlockAttunedRedstone
Artifice:tile.artifice.logicredstone,1005,true,null,shukaro.artifice.block.functional.BlockLogicRedstone
Artifice:tile.artifice.basalt.slab,1006,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.basalt.doubleslab,1007,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.marble.slab,1008,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.marble.doubleslab,1009,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.gray.slab,1010,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.gray.doubleslab,1011,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.lightgray.slab,1012,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.lightgray.doubleslab,1013,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.brown.slab,1014,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.brown.doubleslab,1015,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.tan.slab,1016,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.tan.doubleslab,1017,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.reddish.slab,1018,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.reddish.doubleslab,1019,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.bluish.slab,1020,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.bluish.doubleslab,1021,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.greenish.slab,1022,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.limestone.greenish.doubleslab,1023,true,null,shukaro.artifice.block.decorative.BlockRockSlab
Artifice:tile.artifice.frame,1024,true,null,shukaro.artifice.block.frame.BlockFrameBase
Artifice:tile.artifice.detector,1025,true,null,shukaro.artifice.block.frame.BlockFrameDetector
Artifice:tile.artifice.reinforced,1026,true,null,shukaro.artifice.block.frame.BlockFrameBlastWall
Artifice:tile.artifice.glasswall,1027,true,null,shukaro.artifice.block.frame.BlockFrameGlassWall
Artifice:tile.artifice.glasswalldark,1028,true,null,shukaro.artifice.block.frame.BlockFrameGlassWall
Artifice:tile.artifice.scaffold,1029,true,null,shukaro.artifice.block.frame.BlockFrameScaffold
Artifice:tile.artifice.steel,1030,true,null,shukaro.artifice.block.decorative.BlockSteel
Artifice:tile.artifice.lamp.white,1031,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.white,1032,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.orange,1033,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.orange,1034,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.magenta,1035,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.magenta,1036,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.lightblue,1037,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.lightblue,1038,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.yellow,1039,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.yellow,1040,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.lime,1041,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.lime,1042,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.pink,1043,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.pink,1044,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.gray,1045,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.gray,1046,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.lightgray,1047,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.lightgray,1048,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.cyan,1049,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.cyan,1050,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.purple,1051,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.purple,1052,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.blue,1053,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.blue,1054,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.brown,1055,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.brown,1056,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.green,1057,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.green,1058,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.red,1059,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.red,1060,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lamp.black,1061,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.lampinverted.black,1062,true,null,shukaro.artifice.block.decorative.BlockLamp
Artifice:tile.artifice.uranium,1063,true,null,shukaro.artifice.block.world.BlockBasicOre
Artifice:tile.artifice.nuclearbattery,1064,true,null,shukaro.artifice.block.functional.BlockNuclearBattery
Artifice:tile.artifice.heatingcoil,1065,true,null,shukaro.artifice.block.functional.BlockHeatingCoil
aura:trampoline,1066,true,null,pixlepix.auracascade.block.BlockTrampoline
aura:storageBookshelf,1067,true,null,pixlepix.auracascade.block.BlockStorageBookshelf
aura:magicRoad,1068,true,null,pixlepix.auracascade.block.BlockMagicRoad
aura:storageBookshelfCoordinator,1069,true,null,pixlepix.auracascade.block.BlockBookshelfCoordinator
aura:auraNode,1070,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepump,1071,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodeblack,1072,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodeconserve,1073,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodecapacitor,1074,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodecraftingCenter,1075,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodecraftingPedestal,1076,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodeorange,1077,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpAlt,1078,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpProjectile,1079,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpFall,1080,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpLight,1081,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpRedstone,1082,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpProjectileAlt,1083,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpFallAlt,1084,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpCreative,1085,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpLightAlt,1086,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodepumpRedstoneAlt,1087,true,null,pixlepix.auracascade.block.AuraBlock
aura:auraNodeflux,1088,true,null,pixlepix.auracascade.block.AuraBlock
aura:fairyTorch,1089,true,null,pixlepix.auracascade.block.FairyTorch
aura:consumerBlockfurnace,1090,true,null,pixlepix.auracascade.block.ConsumerBlock
aura:consumerBlockplant,1091,true,null,pixlepix.auracascade.block.ConsumerBlock
aura:consumerBlockore,1092,true,null,pixlepix.auracascade.block.ConsumerBlock
aura:consumerBlockloot,1093,true,null,pixlepix.auracascade.block.ConsumerBlock
