Ore Name,ItemStack,Item ID,Wildcard,Mod
coal,1xitem.coal@0,minecraft:coal,false,minecraft
cobaltRod,1xitem.tconstruct.ToolRod@10,TConstruct:toolRod,false,TConstruct
cobblestone,1xtile.stonebrick@0,minecraft:cobblestone,false,minecraft
cobblestone,1xtile.mfr.decorative.stone@2,MineFactoryReloaded:stone,false,MineFactoryReloaded
cobblestone,1xtile.mfr.decorative.stone@3,MineFactoryReloaded:stone,false,MineFactoryReloaded
cobblestone,1xtile.extrautils:color_stonebrick@0,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@1,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@2,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@3,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@4,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@5,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@6,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@7,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@8,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@9,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@10,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@11,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@12,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@13,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@14,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestone,1xtile.extrautils:color_stonebrick@15,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneBlack,1xtile.extrautils:color_stonebrick@0,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneBlue,1xtile.extrautils:color_stonebrick@4,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneBrown,1xtile.extrautils:color_stonebrick@3,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneCyan,1xtile.extrautils:color_stonebrick@6,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneGray,1xtile.extrautils:color_stonebrick@8,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneGreen,1xtile.extrautils:color_stonebrick@2,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneLightBlue,1xtile.extrautils:color_stonebrick@12,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneLightGray,1xtile.extrautils:color_stonebrick@7,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneLime,1xtile.extrautils:color_stonebrick@10,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneMagenta,1xtile.extrautils:color_stonebrick@13,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneOrange,1xtile.extrautils:color_stonebrick@14,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestonePink,1xtile.extrautils:color_stonebrick@9,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestonePurple,1xtile.extrautils:color_stonebrick@5,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneRed,1xtile.extrautils:color_stonebrick@1,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneWhite,1xtile.extrautils:color_stonebrick@15,ExtraUtilities:color_stonebrick,false,ExtraUtilities
cobblestoneYellow,1xtile.extrautils:color_stonebrick@11,ExtraUtilities:color_stonebrick,false,ExtraUtilities
coinCopper,1xitem.artifice.coin@0,Artifice:item.artifice.coin,false,Artifice
coinGold,1xitem.artifice.coin@2,Artifice:item.artifice.coin,false,Artifice
coinPlatinum,1xitem.artifice.coin@3,Artifice:item.artifice.coin,false,Artifice
coinSilver,1xitem.artifice.coin@1,Artifice:item.artifice.coin,false,Artifice
componentArtificialMuscle,1xitem.null@16,powersuits:item.null,false,powersuits
componentCarbonMyofiber,1xitem.null@13,powersuits:item.null,false,powersuits
componentComputerChip,1xitem.null@19,powersuits:item.null,false,powersuits
componentControlCircuit,1xitem.null@14,powersuits:item.null,false,powersuits
componentFieldEmitter,1xitem.null@11,powersuits:item.null,false,powersuits
componentGliderWing,1xitem.null@3,powersuits:item.null,false,powersuits
componentHVCapacitor,1xitem.null@7,powersuits:item.null,false,powersuits
componentIonThruster,1xitem.null@4,powersuits:item.null,false,powersuits
componentLVCapacitor,1xitem.null@5,powersuits:item.null,false,powersuits
componentLaserEmitter,1xitem.null@12,powersuits:item.null,false,powersuits
componentLiquidNitrogen,1xitem.null@21,powersuits:item.null,false,powersuits
componentMVCapacitor,1xitem.null@6,powersuits:item.null,false,powersuits
componentMagnet,1xitem.null@18,powersuits:item.null,false,powersuits
componentMyofiberGel,1xitem.null@15,powersuits:item.null,false,powersuits
componentParachute,1xitem.null@8,powersuits:item.null,false,powersuits
componentPlatingAdvanced,1xitem.null@10,powersuits:item.null,false,powersuits
componentPlatingBasic,1xitem.null@9,powersuits:item.null,false,powersuits
componentRubberHose,1xitem.null@20,powersuits:item.null,false,powersuits
componentServo,1xitem.null@2,powersuits:item.null,false,powersuits
componentSolarPanel,1xitem.null@17,powersuits:item.null,false,powersuits
componentSolenoid,1xitem.null@1,powersuits:item.null,false,powersuits
componentWiring,1xitem.null@0,powersuits:item.null,false,powersuits
compressedAluminum,1xitem.basicItem@8,GalacticraftCore:item.basicItem,false,GalacticraftCore
compressedBronze,1xitem.basicItem@10,GalacticraftCore:item.basicItem,false,GalacticraftCore
compressedCobblestone1x,1xtile.extrautils:cobblestone_compressed@0,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone2x,1xtile.extrautils:cobblestone_compressed@1,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone3x,1xtile.extrautils:cobblestone_compressed@2,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone4x,1xtile.extrautils:cobblestone_compressed@3,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone5x,1xtile.extrautils:cobblestone_compressed@4,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone6x,1xtile.extrautils:cobblestone_compressed@5,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone7x,1xtile.extrautils:cobblestone_compressed@6,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCobblestone8x,1xtile.extrautils:cobblestone_compressed@7,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedCopper,1xitem.basicItem@6,GalacticraftCore:item.basicItem,false,GalacticraftCore
compressedDirt1x,1xtile.extrautils:cobblestone_compressed@8,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedDirt2x,1xtile.extrautils:cobblestone_compressed@9,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedDirt3x,1xtile.extrautils:cobblestone_compressed@10,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedDirt4x,1xtile.extrautils:cobblestone_compressed@11,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedGravel1x,1xtile.extrautils:cobblestone_compressed@12,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedGravel2x,1xtile.extrautils:cobblestone_compressed@13,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedIron,1xitem.basicItem@11,GalacticraftCore:item.basicItem,false,GalacticraftCore
compressedSand1x,1xtile.extrautils:cobblestone_compressed@14,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedSand2x,1xtile.extrautils:cobblestone_compressed@15,ExtraUtilities:cobblestone_compressed,false,ExtraUtilities
compressedSteel,1xitem.basicItem@9,GalacticraftCore:item.basicItem,false,GalacticraftCore
compressedTin,1xitem.basicItem@7,GalacticraftCore:item.basicItem,false,GalacticraftCore
compressedTitanium,1xitem.itemBasicAsteroids@6,GalacticraftMars:item.itemBasicAsteroids,false,GalacticraftMars
concrete,1xtile.concrete@0,chisel:concrete,false,chisel
copperRod,1xitem.tconstruct.ToolRod@13,TConstruct:toolRod,false,TConstruct
crafterWood,1xtile.workbench@0,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@1,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@2,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@3,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@4,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@5,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@6,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@7,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@8,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@9,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@10,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@11,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@12,Natura:Natura.workbench,false,Natura
crafterWood,1xtile.workbench@0,minecraft:crafting_table,false,minecraft
craftingPiston,1xtile.pistonBase@0,minecraft:piston,false,minecraft
craftingPiston,1xtile.pistonStickyBase@0,minecraft:sticky_piston,false,minecraft
craftingTableWood,1xtile.workbench@0,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@1,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@2,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@3,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@4,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@5,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@6,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@7,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@8,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@9,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@10,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@11,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@12,Natura:Natura.workbench,false,Natura
craftingTableWood,1xtile.workbench@0,minecraft:crafting_table,false,minecraft
cropBambooshoot,1xtile.grc.bambooShoot@0,Growthcraft|Bamboo:grc.bambooShoot,false,Growthcraft|Bamboo
cropBambooshoot,1xitem.grc.bambooShootFood@0,Growthcraft|Bamboo:grc.bambooShootFood,false,Growthcraft|Bamboo
cropBlackberry,1xitem.berry@2,Natura:berry,false,Natura
cropBlightberry,1xitem.berry.nether@0,Natura:berry.nether,false,Natura
cropBlueberry,1xitem.berry@1,Natura:berry,false,Natura
cropCarrot,1xitem.carrots@0,minecraft:carrot,false,minecraft
cropCherry,1xitem.for.fruits@0,Forestry:fruits,false,Forestry
cropChestnut,1xitem.for.fruits@2,Forestry:fruits,false,Forestry
cropDate,1xitem.for.fruits@5,Forestry:fruits,false,Forestry
cropDuskberry,1xitem.berry.nether@1,Natura:berry.nether,false,Natura
cropGrape,1xitem.grc.grapes@0,Growthcraft|Grapes:grc.grapes,false,Growthcraft|Grapes
cropGrapes,1xitem.grc.grapes@0,Growthcraft|Grapes:grc.grapes,false,Growthcraft|Grapes
cropHops,1xitem.grc.hops@0,Growthcraft|Hops:grc.hops,false,Growthcraft|Hops
cropLemon,1xitem.for.fruits@3,Forestry:fruits,false,Forestry
cropMaloberry,1xitem.berry@3,Natura:berry,false,Natura
cropPapaya,1xitem.for.fruits@6,Forestry:fruits,false,Forestry
cropPlum,1xitem.for.fruits@4,Forestry:fruits,false,Forestry
cropPotato,1xitem.potato@0,minecraft:potato,false,minecraft
cropRaspberry,1xitem.berry@0,Natura:berry,false,Natura
cropRice,1xitem.grc.rice@0,Growthcraft|Rice:grc.rice,false,Growthcraft|Rice
cropSkyberry,1xitem.berry.nether@2,Natura:berry.nether,false,Natura
cropStingberry,1xitem.berry.nether@3,Natura:berry.nether,false,Natura
cropVine,1xtile.Thornvines@0,Natura:Thornvines,false,Natura
cropWalnut,1xitem.for.fruits@1,Forestry:fruits,false,Forestry
cropWheat,1xitem.wheat@0,minecraft:wheat,false,minecraft
crystalAdamantine,1xitem.aobd.crystalAdamantine@0,aobd:crystalAdamantine,false,aobd
crystalAlduorite,1xitem.aobd.crystalAlduorite@0,aobd:crystalAlduorite,false,aobd
crystalAluminium,1xitem.aobd.crystalAluminium@0,aobd:crystalAluminium,false,aobd
crystalArdite,1xitem.aobd.crystalArdite@0,aobd:crystalArdite,false,aobd
crystalAstralSilver,1xitem.aobd.crystalAstralSilver@0,aobd:crystalAstralSilver,false,aobd
crystalAtlarus,1xitem.aobd.crystalAtlarus@0,aobd:crystalAtlarus,false,aobd
crystalCarmot,1xitem.aobd.crystalCarmot@0,aobd:crystalCarmot,false,aobd
crystalCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@0,appliedenergistics2:item.ItemMultiMaterial,false,appliedenergistics2
crystalCeruclase,1xitem.aobd.crystalCeruclase@0,aobd:crystalCeruclase,false,aobd
crystalCinnabar,1xitem.thermalfoundation.material@20,ThermalFoundation:material,false,ThermalFoundation
crystalCobalt,1xitem.aobd.crystalCobalt@0,aobd:crystalCobalt,false,aobd
crystalCopper,1xitem.null@3,Mekanism:Crystal,false,Mekanism
crystalDeepIron,1xitem.aobd.crystalDeepIron@0,aobd:crystalDeepIron,false,aobd
crystalEximite,1xitem.aobd.crystalEximite@0,aobd:crystalEximite,false,aobd
crystalFluix,1xitem.appliedenergistics2.ItemMaterial@7,appliedenergistics2:item.ItemMultiMaterial,false,appliedenergistics2
crystalGold,1xitem.null@1,Mekanism:Crystal,false,Mekanism
crystalIgnatius,1xitem.aobd.crystalIgnatius@0,aobd:crystalIgnatius,false,aobd
crystalInfuscolium,1xitem.aobd.crystalInfuscolium@0,aobd:crystalInfuscolium,false,aobd
crystalIridium,1xitem.aobd.crystalIridium@0,aobd:crystalIridium,false,aobd
crystalIron,1xitem.null@0,Mekanism:Crystal,false,Mekanism
crystalKalendrite,1xitem.aobd.crystalKalendrite@0,aobd:crystalKalendrite,false,aobd
crystalLead,1xitem.null@7,Mekanism:Crystal,false,Mekanism
crystalLemurite,1xitem.aobd.crystalLemurite@0,aobd:crystalLemurite,false,aobd
crystalManganese,1xitem.aobd.crystalManganese@0,aobd:crystalManganese,false,aobd
crystalMeutoite,1xitem.aobd.crystalMeutoite@0,aobd:crystalMeutoite,false,aobd
crystalMidasium,1xitem.aobd.crystalMidasium@0,aobd:crystalMidasium,false,aobd
crystalMithril,1xitem.aobd.crystalMithril@0,aobd:crystalMithril,false,aobd
crystalNetherQuartz,1xitem.netherquartz@0,minecraft:quartz,false,minecraft
crystalNickel,1xitem.aobd.crystalNickel@0,aobd:crystalNickel,false,aobd
crystalObsidian,1xitem.null@6,Mekanism:Crystal,false,Mekanism
crystalOrichalcum,1xitem.aobd.crystalOrichalcum@0,aobd:crystalOrichalcum,false,aobd
crystalOsmium,1xitem.null@2,Mekanism:Crystal,false,Mekanism
crystalOureclase,1xitem.aobd.crystalOureclase@0,aobd:crystalOureclase,false,aobd
crystalPlatinum,1xitem.aobd.crystalPlatinum@0,aobd:crystalPlatinum,false,aobd
crystalPrometheum,1xitem.aobd.crystalPrometheum@0,aobd:crystalPrometheum,false,aobd
crystalRubracium,1xitem.aobd.crystalRubracium@0,aobd:crystalRubracium,false,aobd
crystalSanguinite,1xitem.aobd.crystalSanguinite@0,aobd:crystalSanguinite,false,aobd
crystalShadowIron,1xitem.aobd.crystalShadowIron@0,aobd:crystalShadowIron,false,aobd
crystalSilver,1xitem.null@5,Mekanism:Crystal,false,Mekanism
crystalSteel,1xitem.aobd.crystalSteel@0,aobd:crystalSteel,false,aobd
crystalTin,1xitem.null@4,Mekanism:Crystal,false,Mekanism
crystalTitanium,1xitem.aobd.crystalTitanium@0,aobd:crystalTitanium,false,aobd
crystalUranium,1xitem.aobd.crystalUranium@0,aobd:crystalUranium,false,aobd
crystalVulcanite,1xitem.aobd.crystalVulcanite@0,aobd:crystalVulcanite,false,aobd
crystalVyroxeres,1xitem.aobd.crystalVyroxeres@0,aobd:crystalVyroxeres,false,aobd
crystalYellorium,1xitem.aobd.crystalYellorium@0,aobd:crystalYellorium,false,aobd
crystalZinc,1xitem.aobd.crystalZinc@0,aobd:crystalZinc,false,aobd
denseoreArdite,1xtile.denseores:block0@13,denseores:block0,false,denseores
denseoreCertusQuartz,1xtile.denseores:block3@7,denseores:block3,false,denseores
denseoreCertusQuartz,1xtile.denseores:block3@8,denseores:block3,false,denseores
denseoreCoal,1xtile.denseores:block0@6,denseores:block0,false,denseores
denseoreCobalt,1xtile.denseores:block0@12,denseores:block0,false,denseores
denseoreCopper,1xtile.denseores:block0@14,denseores:block0,false,denseores
denseoreCopper,1xtile.denseores:block1@0,denseores:block1,false,denseores
denseoreDiamond,1xtile.denseores:block0@3,denseores:block0,false,denseores
denseoreEmerald,1xtile.denseores:block0@4,denseores:block0,false,denseores
denseoreGold,1xtile.denseores:block0@1,denseores:block0,false,denseores
denseoreIron,1xtile.denseores:block0@0,denseores:block0,false,denseores
denseoreLapis,1xtile.denseores:block0@2,denseores:block0,false,denseores
denseoreLead,1xtile.denseores:block1@3,denseores:block1,false,denseores
denseoreMithril,1xtile.denseores:block1@6,denseores:block1,false,denseores
denseoreNetherAmber,1xtile.denseores:block3@2,denseores:block3,false,denseores
denseoreNetherCoal,1xtile.denseores:block1@7,denseores:block1,false,denseores
denseoreNetherCopper,1xtile.denseores:block1@13,denseores:block1,false,denseores
denseoreNetherDiamond,1xtile.denseores:block1@8,denseores:block1,false,denseores
denseoreNetherEmerald,1xtile.denseores:block1@15,denseores:block1,false,denseores
denseoreNetherGold,1xtile.denseores:block1@9,denseores:block1,false,denseores
denseoreNetherIridium,1xtile.denseores:block2@10,denseores:block2,false,denseores
denseoreNetherIron,1xtile.denseores:block1@10,denseores:block1,false,denseores
denseoreNetherLapis,1xtile.denseores:block1@11,denseores:block1,false,denseores
denseoreNetherLead,1xtile.denseores:block2@1,denseores:block2,false,denseores
denseoreNetherMagnesium,1xtile.denseores:block3@6,denseores:block3,false,denseores
denseoreNetherMithril,1xtile.denseores:block2@14,denseores:block2,false,denseores
denseoreNetherNickel,1xtile.denseores:block2@8,denseores:block2,false,denseores
denseoreNetherOsmium,1xtile.denseores:block2@11,denseores:block2,false,denseores
denseoreNetherPeridot,1xtile.denseores:block2@5,denseores:block2,false,denseores
denseoreNetherPlatinum,1xtile.denseores:block2@7,denseores:block2,false,denseores
denseoreNetherRedstone,1xtile.denseores:block1@12,denseores:block1,false,denseores
denseoreNetherRuby,1xtile.denseores:block2@4,denseores:block2,false,denseores
denseoreNetherSalt,1xtile.denseores:block3@4,denseores:block3,false,denseores
denseoreNetherSaltpeter,1xtile.denseores:block3@5,denseores:block3,false,denseores
denseoreNetherSapphire,1xtile.denseores:block2@6,denseores:block2,false,denseores
denseoreNetherSilver,1xtile.denseores:block2@0,denseores:block2,false,denseores
denseoreNetherSteel,1xtile.denseores:block2@9,denseores:block2,false,denseores
denseoreNetherSulfur,1xtile.denseores:block2@12,denseores:block2,false,denseores
denseoreNetherTin,1xtile.denseores:block1@14,denseores:block1,false,denseores
denseoreNetherTitanium,1xtile.denseores:block2@13,denseores:block2,false,denseores
denseoreNetherUranium,1xtile.denseores:block2@2,denseores:block2,false,denseores
denseoreNickel,1xtile.denseores:block1@4,denseores:block1,false,denseores
denseorePlatinum,1xtile.denseores:block1@5,denseores:block1,false,denseores
denseoreQuartz,1xtile.denseores:block0@7,denseores:block0,false,denseores
denseoreRedstone,1xtile.denseores:block0@5,denseores:block0,false,denseores
denseoreSilver,1xtile.denseores:block1@2,denseores:block1,false,denseores
denseoreTin,1xtile.denseores:block0@15,denseores:block0,false,denseores
denseoreTin,1xtile.denseores:block1@1,denseores:block1,false,denseores
diamondNugget,1xitem.translocator:diamondNugget@0,Translocator:diamondNugget,false,Translocator
dirt,1xtile.dirt@0,minecraft:dirt,false,minecraft
dirt,1xtile.dirt@0,chisel:dirt,false,chisel
dreamwood,1xtile.dreamwood@0,Botania:dreamwood,false,Botania
dropHoney,1xitem.for.honeyDrop@0,Forestry:honeyDrop,false,Forestry
dropHoney,1xitem.grc.honeyJar@0,Growthcraft|Bees:grc.honeyJar,false,Growthcraft|Bees
dropHoney,1xitem.gendustry.HoneyDrop@32767,gendustry:HoneyDrop,true,gendustry
dropHoneydew,1xitem.for.honeydew@0,Forestry:honeydew,false,Forestry
dropRoyalJelly,1xitem.for.royalJelly@0,Forestry:royalJelly,false,Forestry
dustAdamantine,1xitem.metal.item.fantasy.dust@13,Metallurgy:fantasy.dust,false,Metallurgy
dustAlduorite,1xitem.metal.item.nether.dust@6,Metallurgy:nether.dust,false,Metallurgy
dustAluminium,1xitem.tconstruct.Materials@40,TConstruct:materials,false,TConstruct
dustAluminiumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,false,TConstruct
dustAluminum,1xitem.tconstruct.Materials@40,TConstruct:materials,false,TConstruct
dustAluminum,1xitem.steamcraft:smashedOre@8,Steamcraft:smashedOre,false,Steamcraft
dustAluminumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,false,TConstruct
dustAmordrine,1xitem.metal.item.nether.dust@12,Metallurgy:nether.dust,false,Metallurgy
dustAngmallen,1xitem.metal.item.base.dust@6,Metallurgy:base.dust,false,Metallurgy
dustArdite,1xitem.tconstruct.Materials@38,TConstruct:materials,false,TConstruct
dustArdite,1xitem.steamcraft:smashedOre@11,Steamcraft:smashedOre,false,Steamcraft
dustAsh,1xitem.for.ash@0,Forestry:ash,false,Forestry
dustAstralSilver,1xitem.metal.item.fantasy.dust@5,Metallurgy:fantasy.dust,false,Metallurgy
dustAtlarus,1xitem.metal.item.fantasy.dust@14,Metallurgy:fantasy.dust,false,Metallurgy
dustBitumen,1xitem.metal.item.utility.item@4,Metallurgy:utility.item,false,Metallurgy
dustBlackSteel,1xitem.metal.item.fantasy.dust@3,Metallurgy:fantasy.dust,false,Metallurgy
dustBlizz,1xitem.thermalfoundation.material@1025,ThermalFoundation:material,false,ThermalFoundation
dustBlutonium,1xitem.ingot@7,BigReactors:BRIngot,false,BigReactors
dustBrass,1xitem.metal.item.precious.dust@3,Metallurgy:precious.dust,false,Metallurgy
dustBronze,1xitem.thermalfoundation.material@41,ThermalFoundation:material,false,ThermalFoundation
dustBronze,1xitem.metal.item.base.dust@3,Metallurgy:base.dust,false,Metallurgy
dustCarmot,1xitem.metal.item.fantasy.dust@6,Metallurgy:fantasy.dust,false,Metallurgy
dustCelenegil,1xitem.metal.item.fantasy.dust@12,Metallurgy:fantasy.dust,false,Metallurgy
dustCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@2,appliedenergistics2:item.ItemMultiMaterial,false,appliedenergistics2
dustCeruclase,1xitem.metal.item.nether.dust@5,Metallurgy:nether.dust,false,Metallurgy
dustCharcoal,1xitem.thermalfoundation.material@3,ThermalFoundation:material,false,ThermalFoundation
dustCinnabar,1xitem.steamcraft:smashedOre@12,Steamcraft:smashedOre,false,Steamcraft
dustCoal,1xitem.thermalfoundation.material@2,ThermalFoundation:material,false,ThermalFoundation
dustCoal,1xitem.itemPowderIngot@0,EnderIO:itemPowderIngot,false,EnderIO
dustCobalt,1xitem.tconstruct.Materials@39,TConstruct:materials,false,TConstruct
dustCobalt,1xitem.steamcraft:smashedOre@10,Steamcraft:smashedOre,false,Steamcraft
dustCopper,1xitem.thermalfoundation.material@32,ThermalFoundation:material,false,ThermalFoundation
dustCopper,1xitem.metal.item.base.dust@0,Metallurgy:base.dust,false,Metallurgy
dustCopper,1xitem.null@6,Mekanism:Dust,false,Mekanism
dustCopper,1xitem.itemPowderIngot@3,EnderIO:itemPowderIngot,false,EnderIO
dustCopper,1xitem.steamcraft:smashedOre@2,Steamcraft:smashedOre,false,Steamcraft
dustCryotheum,1xitem.thermalfoundation.material@513,ThermalFoundation:material,false,ThermalFoundation
dustCyanite,1xitem.ingot@5,BigReactors:BRIngot,false,BigReactors
dustDamascusSteel,1xitem.metal.item.base.dust@5,Metallurgy:base.dust,false,Metallurgy
dustDeepIron,1xitem.metal.item.fantasy.dust@1,Metallurgy:fantasy.dust,false,Metallurgy
dustDesichalkos,1xitem.metal.item.ender.dust@2,Metallurgy:ender.dust,false,Metallurgy
dustDiamond,1xitem.null@4,Mekanism:Dust,false,Mekanism
dustDirtyAdamantine,1xitem.aobd.dustDirtyAdamantine@0,aobd:dustDirtyAdamantine,false,aobd
dustDirtyAlduorite,1xitem.aobd.dustDirtyAlduorite@0,aobd:dustDirtyAlduorite,false,aobd
dustDirtyAluminium,1xitem.aobd.dustDirtyAluminium@0,aobd:dustDirtyAluminium,false,aobd
dustDirtyArdite,1xitem.aobd.dustDirtyArdite@0,aobd:dustDirtyArdite,false,aobd
dustDirtyAstralSilver,1xitem.aobd.dustDirtyAstralSilver@0,aobd:dustDirtyAstralSilver,false,aobd
dustDirtyAtlarus,1xitem.aobd.dustDirtyAtlarus@0,aobd:dustDirtyAtlarus,false,aobd
dustDirtyCarmot,1xitem.aobd.dustDirtyCarmot@0,aobd:dustDirtyCarmot,false,aobd
dustDirtyCeruclase,1xitem.aobd.dustDirtyCeruclase@0,aobd:dustDirtyCeruclase,false,aobd
dustDirtyCobalt,1xitem.aobd.dustDirtyCobalt@0,aobd:dustDirtyCobalt,false,aobd
dustDirtyCopper,1xitem.null@3,Mekanism:DirtyDust,false,Mekanism
dustDirtyDeepIron,1xitem.aobd.dustDirtyDeepIron@0,aobd:dustDirtyDeepIron,false,aobd
dustDirtyEximite,1xitem.aobd.dustDirtyEximite@0,aobd:dustDirtyEximite,false,aobd
dustDirtyGold,1xitem.null@1,Mekanism:DirtyDust,false,Mekanism
dustDirtyIgnatius,1xitem.aobd.dustDirtyIgnatius@0,aobd:dustDirtyIgnatius,false,aobd
dustDirtyInfuscolium,1xitem.aobd.dustDirtyInfuscolium@0,aobd:dustDirtyInfuscolium,false,aobd
dustDirtyIridium,1xitem.aobd.dustDirtyIridium@0,aobd:dustDirtyIridium,false,aobd
dustDirtyIron,1xitem.null@0,Mekanism:DirtyDust,false,Mekanism
dustDirtyKalendrite,1xitem.aobd.dustDirtyKalendrite@0,aobd:dustDirtyKalendrite,false,aobd
dustDirtyLead,1xitem.null@7,Mekanism:DirtyDust,false,Mekanism
dustDirtyLemurite,1xitem.aobd.dustDirtyLemurite@0,aobd:dustDirtyLemurite,false,aobd
dustDirtyManganese,1xitem.aobd.dustDirtyManganese@0,aobd:dustDirtyManganese,false,aobd
dustDirtyMeutoite,1xitem.aobd.dustDirtyMeutoite@0,aobd:dustDirtyMeutoite,false,aobd
dustDirtyMidasium,1xitem.aobd.dustDirtyMidasium@0,aobd:dustDirtyMidasium,false,aobd
dustDirtyMithril,1xitem.aobd.dustDirtyMithril@0,aobd:dustDirtyMithril,false,aobd
dustDirtyNickel,1xitem.aobd.dustDirtyNickel@0,aobd:dustDirtyNickel,false,aobd
dustDirtyObsidian,1xitem.null@6,Mekanism:DirtyDust,false,Mekanism
