ID,Name,Localized Name,Temperature,Luminosity,Density,Viscosity,Placeable,Block ID,Block Class
255,electrical.steel.molten,Molten Electrical Steel,1300,15,3000,6000,true,ExtraTiC:moltenElectricalSteel,glassmaker.extratic.metals.MoltenMetalBlock
256,energetic.alloy.molten,Molten Energetic Alloy,1300,15,3000,6000,true,ExtraTiC:moltenEnergeticAlloy,glassmaker.extratic.metals.MoltenMetalBlock
257,phased.gold.molten,Molten Phased Gold,1300,15,3000,6000,true,ExtraTiC:moltenPhasedGold,glassmaker.extratic.metals.MoltenMetalBlock
258,phased.iron.molten,Molten Phased Iron,1300,15,3000,6000,true,ExtraTiC:moltenPhasedIron,glassmaker.extratic.metals.MoltenMetalBlock
259,redstone.alloy.molten,Molten Redstone Alloy,1300,15,3000,6000,true,ExtraTiC:moltenRedstoneAlloy,glassmaker.extratic.metals.MoltenMetalBlock
260,silicon.liquid,Liquid Silicon,1300,15,3000,6000,true,ExtraTiC:liquidSilicon,glassmaker.extratic.metals.MoltenMetalBlock
261,soularium.molten,Molten Soularium,1300,15,3000,6000,true,ExtraTiC:moltenSoularium,glassmaker.extratic.metals.MoltenMetalBlock
262,manasteel.molten,Molten Manasteel,1300,15,3000,6000,true,ExtraTiC:moltenManasteel,glassmaker.extratic.metals.MoltenMetalBlock
263,terrasteel.molten,Molten Terrasteel,1300,15,3000,6000,true,ExtraTiC:moltenTerrasteel,glassmaker.extratic.metals.MoltenMetalBlock
264,elementium.molten,Molten Elementium,1300,15,3000,6000,true,ExtraTiC:moltenElementium,glassmaker.extratic.metals.MoltenMetalBlock
265,voidmetal.molten,Molten Voidmetal,1300,15,3000,6000,true,ExtraTiC:moltenVoidmetal,glassmaker.extratic.metals.MoltenMetalBlock
266,blutonium.molten,Molten Blutonium,1300,15,3000,6000,true,ExtraTiC:moltenblutonium,glassmaker.extratic.metals.MoltenMetalBlock
267,ludicrite.molten,Molten Ludicrite,1300,15,3000,6000,true,ExtraTiC:moltenLudicrite,glassmaker.extratic.metals.MoltenMetalBlock
268,bedrockium.molten,Molten Bedrockium,1300,15,3000,6000,true,ExtraTiC:moltenBedrockium,glassmaker.extratic.metals.MoltenMetalBlock
269,mutagen,Mutagen,295,0,1000,1000,true,gendustry:fluid.Mutagen,net.bdew.gendustry.fluids.BlockFluid
270,liquiddna,Liquid DNA,295,0,1000,1000,true,gendustry:fluid.LiquidDNA,net.bdew.gendustry.fluids.BlockFluid
271,protein,Protein,295,0,1000,1000,true,gendustry:fluid.Protein,net.bdew.gendustry.fluids.BlockFluid
272,syngas,Syngas,1000,0,-10,1000,true,advgenerators:syngas,net.bdew.generators.blocks.BlockSyngas
273,endergoo,fluid.enderGoo,220,0,1500,1500,true,HardcoreEnderExpansion:ender_goo,chylex.hee.block.BlockEnderGoo
274,hydraulicoil,Hydraulic Oil,300,0,10,3000,true,HydCraft:tile.hydraulicOil,k4unl.minecraft.Hydraulicraft.fluids.BlockFluidOil
275,xpjuice,Liquid XP,300,10,800,1500,false,null,null
276,etchacid,Etching Acid,300,0,1000,1000,true,PneumaticCraft:etchingAcid,pneumaticCraft.common.block.BlockFluidEtchingAcid
277,plastic,Plastic,423,0,1000,1000,false,null,null
278,antivenom,Anti-Venom,300,0,1000,2000,false,null,null
279,beetlejuice,Beetle Juice,300,0,1000,1000,false,null,null
280,energeticalloy,Molten Energetic Alloy,1300,12,3000,6000,true,ThermalSmeltery:fluid.molten.EnergeticAlloy,com.drullkus.thermalsmeltery.common.lib.TSmeltFluid
281,phasedgold,Molten Vibrant Alloy,1300,12,3000,6000,true,ThermalSmeltery:fluid.molten.PhasedGold,com.drullkus.thermalsmeltery.common.lib.TSmeltFluid
282,conductiveiron,Molten Conductive Iron,1300,12,3000,6000,true,ThermalSmeltery:fluid.molten.ConductiveIron,com.drullkus.thermalsmeltery.common.lib.TSmeltFluid
283,phasediron,Molten Pulsating Iron,1300,12,3000,6000,true,ThermalSmeltery:fluid.molten.PhasedIron,com.drullkus.thermalsmeltery.common.lib.TSmeltFluid
284,darksteel,Molten Dark Steel,1300,12,3000,6000,true,ThermalSmeltery:fluid.molten.DarkSteel,com.drullkus.thermalsmeltery.common.lib.TSmeltFluid
285,witchery:fluidspirit,fluid.witchery:fluidspirit,300,0,500,2000,true,witchery:spiritflowing,com.emoniph.witchery.blocks.BlockFlowingSpirit
286,witchery:hollowtears,Hollow Tears,300,0,100,1500,true,witchery:hollowtears,com.emoniph.witchery.blocks.BlockFlowingSpirit
287,witchery:brew,fluid.witchery:brew,300,0,100,1500,true,witchery:brew,com.emoniph.witchery.brewing.BlockBrew
288,witchery:brewgas,fluid.witchery:brewgas,300,0,1000,1000,false,null,null
289,witchery:brewliquid,fluid.witchery:brewliquid,300,0,1000,1000,true,witchery:brewliquid,com.emoniph.witchery.brewing.BlockBrewLiquidEffect
290,witchery:fluiddisease,fluid.witchery:fluiddisease,300,0,50,3000,true,witchery:disease,com.emoniph.witchery.blocks.BlockDisease
291,molten.bedrockiumingots,fluid.molten.bedrockiumIngots,1300,0,3000,6000,false,null,null
292,molten.unstableingots,fluid.molten.unstableIngots,1300,0,3000,6000,false,null,null
293,endium,Molten Endium,300,0,1000,1000,false,null,null
294,redstone.molten,Liquid Redstone,300,12,1000,3000,true,ProjRed|Compatibility:projectred.compatibility.liqredstone,mrtjp.projectred.compatibility.tconstruct.LiquidFiniteSubstance
295,redmetal.molten,Molten Conductive Redmetal,300,12,2000,4000,true,ProjRed|Compatibility:projectred.compatibility.liqcondredmetal,mrtjp.projectred.compatibility.tconstruct.LiquidFiniteSubstance
296,quartz,Molten Quartz,300,0,1000,1000,false,null,null
297,uranium,Molten Uranium,300,0,1000,1000,false,null,null
298,mithril,Molten Mithril,300,0,1000,1000,false,null,null
299,aobdyellorium,Molten Yellorium,300,0,1000,1000,false,null,null
300,draconium,Molten Draconium,300,0,1000,1000,false,null,null
301,elntungsten,Molten Tungsten,300,0,1000,1000,false,null,null
302,manganese,Molten Manganese,300,0,1000,1000,false,null,null
303,eximite,Molten Eximite,300,0,1000,1000,false,null,null
304,meutoite,Molten Meutoite,300,0,1000,1000,false,null,null
305,prometheum,Molten Prometheum,300,0,1000,1000,false,null,null
306,deepiron,Molten DeepIron,300,0,1000,1000,false,null,null
307,infuscolium,Molten Infuscolium,300,0,1000,1000,false,null,null
308,oureclase,Molten Oureclase,300,0,1000,1000,false,null,null
309,astralsilver,Molten AstralSilver,300,0,1000,1000,false,null,null
310,carmot,Molten Carmot,300,0,1000,1000,false,null,null
311,rubracium,Molten Rubracium,300,0,1000,1000,false,null,null
312,orichalcum,Molten Orichalcum,300,0,1000,1000,false,null,null
313,adamantine,Molten Adamantine,300,0,1000,1000,false,null,null
314,atlarus,Molten Atlarus,300,0,1000,1000,false,null,null
315,ignatius,Molten Ignatius,300,0,1000,1000,false,null,null
316,shadowiron,Molten ShadowIron,300,0,1000,1000,false,null,null
317,lemurite,Molten Lemurite,300,0,1000,1000,false,null,null
318,midasium,Molten Midasium,300,0,1000,1000,false,null,null
319,vyroxeres,Molten Vyroxeres,300,0,1000,1000,false,null,null
320,ceruclase,Molten Ceruclase,300,0,1000,1000,false,null,null
321,alduorite,Molten Alduorite,300,0,1000,1000,false,null,null
322,kalendrite,Molten Kalendrite,300,0,1000,1000,false,null,null
323,vulcanite,Molten Vulcanite,300,0,1000,1000,false,null,null
324,sanguinite,Molten Sanguinite,300,0,1000,1000,false,null,null
325,zinc,Molten Zinc,300,0,1000,1000,false,null,null
326,heeendium,Molten Endium,300,0,1000,1000,false,null,null
327,iridium,Molten Iridium,300,0,1000,1000,false,null,null
328,meteorite,Molten Meteorite,300,0,1000,1000,false,null,null
329,osmium,Molten Osmium,300,0,1000,1000,false,null,null
330,manafluid,Mana Condensate,300,0,1000,1000,true,technom:manaFluidBlock,theflogat.technomancy.common.blocks.botania.BlockManaFluid
331,gaseousaeressentia,Aer Gas,300,7,-4,3000,false,null,null
332,gaseousterraessentia,Terra Gas,300,7,-4,3000,false,null,null
333,gaseousignisessentia,Ignis Gas,300,7,-4,3000,false,null,null
334,gaseousaquaessentia,Aqua Gas,300,7,-4,3000,false,null,null
335,gaseousordoessentia,Ordo Gas,300,7,-4,3000,false,null,null
336,gaseousperditioessentia,Perditio Gas,300,7,-4,3000,false,null,null
337,gaseousvacuosessentia,Vacuos Gas,300,7,-4,3000,false,null,null
338,gaseousluxessentia,Lux Gas,300,7,-4,3000,false,null,null
339,gaseoustempestasessentia,Tempestas Gas,300,7,-4,3000,false,null,null
340,gaseousmotusessentia,Motus Gas,300,7,-4,3000,false,null,null
341,gaseousgelumessentia,Gelum Gas,300,7,-4,3000,false,null,null
342,gaseousvitreusessentia,Vitreus Gas,300,7,-4,3000,false,null,null
343,gaseousvictusessentia,Victus Gas,300,7,-4,3000,false,null,null
344,gaseousvenenumessentia,Venenum Gas,300,7,-4,3000,false,null,null
345,gaseouspotentiaessentia,Potentia Gas,300,7,-4,3000,false,null,null
346,gaseouspermutatioessentia,Permutatio Gas,300,7,-4,3000,false,null,null
347,gaseousmetallumessentia,Metallum Gas,300,7,-4,3000,false,null,null
348,gaseousmortuusessentia,Mortuus Gas,300,7,-4,3000,false,null,null
349,gaseousvolatusessentia,Volatus Gas,300,7,-4,3000,false,null,null
350,gaseoustenebraeessentia,Tenebrae Gas,300,7,-4,3000,false,null,null
351,gaseousspiritusessentia,Spiritus Gas,300,7,-4,3000,false,null,null
352,gaseoussanoessentia,Sano Gas,300,7,-4,3000,false,null,null
353,gaseousiteressentia,Iter Gas,300,7,-4,3000,false,null,null
354,gaseousalienisessentia,Alienis Gas,300,7,-4,3000,false,null,null
355,gaseouspraecantatioessentia,Praecantatio Gas,300,7,-4,3000,false,null,null
356,gaseousauramessentia,Auram Gas,300,7,-4,3000,false,null,null
357,gaseousvitiumessentia,Vitium Gas,300,7,-4,3000,false,null,null
358,gaseouslimusessentia,Limus Gas,300,7,-4,3000,false,null,null
359,gaseousherbaessentia,Herba Gas,300,7,-4,3000,false,null,null
360,gaseousarboressentia,Arbor Gas,300,7,-4,3000,false,null,null
361,gaseousbestiaessentia,Bestia Gas,300,7,-4,3000,false,null,null
362,gaseouscorpusessentia,Corpus Gas,300,7,-4,3000,false,null,null
363,gaseousexanimisessentia,Exanimis Gas,300,7,-4,3000,false,null,null
364,gaseouscognitioessentia,Cognitio Gas,300,7,-4,3000,false,null,null
365,gaseoussensusessentia,Sensus Gas,300,7,-4,3000,false,null,null
366,gaseoushumanusessentia,Humanus Gas,300,7,-4,3000,false,null,null
367,gaseousmessisessentia,Messis Gas,300,7,-4,3000,false,null,null
368,gaseousperfodioessentia,Perfodio Gas,300,7,-4,3000,false,null,null
369,gaseousinstrumentumessentia,Instrumentum Gas,300,7,-4,3000,false,null,null
370,gaseousmetoessentia,Meto Gas,300,7,-4,3000,false,null,null
371,gaseoustelumessentia,Telum Gas,300,7,-4,3000,false,null,null
372,gaseoustutamenessentia,Tutamen Gas,300,7,-4,3000,false,null,null
373,gaseousfamesessentia,Fames Gas,300,7,-4,3000,false,null,null
374,gaseouslucrumessentia,Lucrum Gas,300,7,-4,3000,false,null,null
375,gaseousfabricoessentia,Fabrico Gas,300,7,-4,3000,false,null,null
376,gaseouspannusessentia,Pannus Gas,300,7,-4,3000,false,null,null
377,gaseousmachinaessentia,Machina Gas,300,7,-4,3000,false,null,null
378,gaseousvinculumessentia,Vinculum Gas,300,7,-4,3000,false,null,null
379,gaseousluxuriaessentia,Luxuria Gas,300,7,-4,3000,false,null,null
380,gaseousinfernusessentia,Infernus Gas,300,7,-4,3000,false,null,null
381,gaseoussuperbiaessentia,Superbia Gas,300,7,-4,3000,false,null,null
382,gaseousgulaessentia,Gula Gas,300,7,-4,3000,false,null,null
383,gaseousinvidiaessentia,Invidia Gas,300,7,-4,3000,false,null,null
384,gaseousdesidiaessentia,Desidia Gas,300,7,-4,3000,false,null,null
385,gaseousiraessentia,Ira Gas,300,7,-4,3000,false,null,null
386,gaseoustempusessentia,Tempus Gas,300,7,-4,3000,false,null,null
387,fuelgas,Fuel Gas,120,0,-50,5,true,bcadditions:fuelgasBlock,buildcraftAdditions.blocks.FluidBlockBase
388,plasticgas,Plastic Gas,8,0,-50,5,true,bcadditions:plasticgasBlock,buildcraftAdditions.blocks.FluidBlockBase
