Chest Type,ItemStack,Item Display Name,Item ID,Weight
mineshaftCorridor,1xitem.appliedenergistics2.ItemMaterial@2,Certus Quartz Dust,appliedenergistics2:item.ItemMultiMaterial,2
mineshaftCorridor,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,1
mineshaftCorridor,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
mineshaftCorridor,1xitem.spagettiandmeatballsItem@0,Spagetti and Meatballs,harvestcraft:spagettiandmeatballsItem,5
mineshaftCorridor,1xitem.deluxecheeseburgerItem@0,Deluxe Cheeseburger,harvestcraft:deluxecheeseburgerItem,5
mineshaftCorridor,1xitem.delightedmealItem@0,Delighted Meal,harvestcraft:delightedmealItem,5
mineshaftCorridor,1xitem.heartybreakfastItem@0,Hearty Breakfast,harvestcraft:heartybreakfastItem,5
mineshaftCorridor,1xitem.curryItem@0,Curry Rice,harvestcraft:curryItem,5
mineshaftCorridor,1xitem.rainbowcurryItem@0,Rainbow Curry,harvestcraft:rainbowcurryItem,5
mineshaftCorridor,1xitem.supremepizzaItem@0,Supreme Pizza,harvestcraft:supremepizzaItem,5
mineshaftCorridor,1xitem.baconmushroomburgerItem@0,Bacon Mushroom Burger,harvestcraft:baconmushroomburgerItem,5
mineshaftCorridor,1xitem.sausageinbreadItem@0,Sauage in Bread,harvestcraft:sausageinbreadItem,5
mineshaftCorridor,1xitem.beefwellingtonItem@0,Beef Wellington,harvestcraft:beefwellingtonItem,5
mineshaftCorridor,1xitem.epicbaconItem@0,Epic Bacon,harvestcraft:epicbaconItem,5
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
mineshaftCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
naturalistChest,1xtile.for.candle@0,Unlit Dyed Candle,Forestry:candle,12
naturalistChest,1xitem.for.scoop@0,Scoop,Forestry:scoop,8
naturalistChest,1xitem.for.propolis@0,Propolis,Forestry:propolis,6
naturalistChest,1xitem.for.beeCombs@0,Honey Comb,Forestry:beeCombs,7
naturalistChest,1xitem.for.beeCombs@4,Frozen Comb,Forestry:beeCombs,7
naturalistChest,1xitem.for.beeCombs@6,Silky Comb,Forestry:beeCombs,7
naturalistChest,1xitem.for.beePrincessGE@0,Forest Princess,Forestry:beePrincessGE,5
naturalistChest,1xitem.for.beeDroneGE@0,Common Drone,Forestry:beeDroneGE,8
naturalistChest,1xitem.for.beePrincessGE@0,Meadows Princess,Forestry:beePrincessGE,5
naturalistChest,1xitem.for.grafter@0,Grafter,Forestry:grafter,8
naturalistChest,1xitem.for.sapling@0,Apple Oak Sapling,Forestry:sapling,6
naturalistChest,1xitem.for.sapling@0,Red Spruce Sapling,Forestry:sapling,6
naturalistChest,1xitem.for.sapling@0,Silver Birch Sapling,Forestry:sapling,6
naturalistChest,1xitem.for.sapling@0,Mundane Larch Sapling,Forestry:sapling,4
naturalistChest,1xitem.for.sapling@0,Silver Lime Sapling,Forestry:sapling,4
naturalistChest,1xitem.for.pollenFertile@0,Apple Oak Pollen,Forestry:pollenFertile,4
naturalistChest,1xitem.for.pollenFertile@0,Red Spruce Pollen,Forestry:pollenFertile,4
naturalistChest,1xitem.for.pollenFertile@0,Silver Birch Pollen,Forestry:pollenFertile,4
naturalistChest,1xitem.for.pollenFertile@0,Mundane Larch Pollen,Forestry:pollenFertile,3
naturalistChest,1xitem.for.pollenFertile@0,Silver Lime Pollen,Forestry:pollenFertile,3
pyramidDesertyChest,1xitem.diamond@0,Diamond,minecraft:diamond,3
pyramidDesertyChest,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
pyramidDesertyChest,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,15
pyramidDesertyChest,1xitem.emerald@0,Emerald,minecraft:emerald,2
pyramidDesertyChest,1xitem.bone@0,Bone,minecraft:bone,20
pyramidDesertyChest,1xitem.rottenFlesh@0,Rotten Flesh,minecraft:rotten_flesh,16
pyramidDesertyChest,1xitem.saddle@0,Saddle,minecraft:saddle,3
pyramidDesertyChest,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
pyramidDesertyChest,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
pyramidDesertyChest,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
pyramidDesertyChest,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
pyramidDesertyChest,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
pyramidDesertyChest,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,2
pyramidDesertyChest,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
pyramidDesertyChest,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
pyramidDesertyChest,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
pyramidDesertyChest,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
pyramidDesertyChest,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
pyramidDesertyChest,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
pyramidDesertyChest,1xic2.itemIngot@0,Copper Ingot,IC2:itemIngot,9
pyramidDesertyChest,1xic2.itemIngot@1,Tin Ingot,IC2:itemIngot,8
pyramidDesertyChest,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
pyramidDesertyChest,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
pyramidDesertyChest,1xitem.artifact@0,Artifact,Artifacts:artifact,4
pyramidDesertyChest,1xitem.artifact_golden_helmet@0,Artifact Golden Armor,Artifacts:artifact_golden_helmet,4
pyramidDesertyChest,1xitem.artifact_golden_chestplate@0,Artifact Golden Armor,Artifacts:artifact_golden_chestplate,4
pyramidDesertyChest,1xitem.artifact_golden_leggings@0,Artifact Golden Armor,Artifacts:artifact_golden_leggings,4
pyramidDesertyChest,1xitem.artifact_golden_boots@0,Artifact Golden Armor,Artifacts:artifact_golden_boots,4
pyramidDesertyChest,1xitem.ofanix@0,Ofanix,Ztones:ofanix,1
pyramidDesertyChest,1xitem.totemTool@0,Totem Tool,Ztones:totemTool,1
pyramidDesertyChest,1xitem.mfr.safarinet.singleuse@0,Safari Net (Single-Use),MineFactoryReloaded:safarinet.singleuse,25
pyramidDesertyChest,1xitem.RedGear.Brewcraft.Ingredients@1,Golden Feather,redgear_brewcraft:RedGear.Brewcraft.Ingredients,10
pyramidDesertyChest,1xitem.chocopedia@0,Chocopedia,chococraft:Chocopedia,2
pyramidDesertyChest,1xitem.oc.multi@47,Floppy Disk,OpenComputers:item,5
pyramidDesertyChest,1xitem.itemTravelStaff@0,Staff of Traveling,EnderIO:itemTravelStaff,3
pyramidDesertyChest,1xitem.darkSteel_sword@0,The Ender,EnderIO:item.darkSteel_sword,4
pyramidDesertyChest,1xitem.tconstruct.canister@1,Miniature Red Heart,TConstruct:heartCanister,10
pyramidDesertyChest,1xitem.lorePage@0,Adventurer's Diary,HardcoreEnderExpansion:adventurers_diary,5
pyramidDesertyChest,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
pyramidDesertyChest,1xitem.knowledgeNote@0,Knowledge Note,HardcoreEnderExpansion:knowledge_note,6
pyramidDesertyChest,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
pyramidDesertyChest,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
pyramidDesertyChest,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
pyramidDesertyChest,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,5
pyramidDesertyChest,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,5
pyramidDesertyChest,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,5
pyramidDesertyChest,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,4
pyramidDesertyChest,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,4
pyramidDesertyChest,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,4
pyramidDesertyChest,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,4
pyramidDesertyChest,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,4
pyramidDesertyChest,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
pyramidDesertyChest,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
pyramidDesertyChest,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
pyramidDesertyChest,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
pyramidDesertyChest,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
pyramidDesertyChest,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
pyramidDesertyChest,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
pyramidDesertyChest,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,6
pyramidDesertyChest,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
pyramidDesertyChest,1xitem.spagettiandmeatballsItem@0,Spagetti and Meatballs,harvestcraft:spagettiandmeatballsItem,5
pyramidDesertyChest,1xitem.deluxecheeseburgerItem@0,Deluxe Cheeseburger,harvestcraft:deluxecheeseburgerItem,5
pyramidDesertyChest,1xitem.delightedmealItem@0,Delighted Meal,harvestcraft:delightedmealItem,5
pyramidDesertyChest,1xitem.heartybreakfastItem@0,Hearty Breakfast,harvestcraft:heartybreakfastItem,5
pyramidDesertyChest,1xitem.curryItem@0,Curry Rice,harvestcraft:curryItem,5
pyramidDesertyChest,1xitem.rainbowcurryItem@0,Rainbow Curry,harvestcraft:rainbowcurryItem,5
pyramidDesertyChest,1xitem.supremepizzaItem@0,Supreme Pizza,harvestcraft:supremepizzaItem,5
pyramidDesertyChest,1xitem.baconmushroomburgerItem@0,Bacon Mushroom Burger,harvestcraft:baconmushroomburgerItem,5
pyramidDesertyChest,1xitem.sausageinbreadItem@0,Sauage in Bread,harvestcraft:sausageinbreadItem,5
pyramidDesertyChest,1xitem.beefwellingtonItem@0,Beef Wellington,harvestcraft:beefwellingtonItem,5
pyramidDesertyChest,1xitem.epicbaconItem@0,Epic Bacon,harvestcraft:epicbaconItem,5
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidDesertyChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.diamond@0,Diamond,minecraft:diamond,3
pyramidJungleChest,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
pyramidJungleChest,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,15
pyramidJungleChest,1xitem.emerald@0,Emerald,minecraft:emerald,2
pyramidJungleChest,1xitem.bone@0,Bone,minecraft:bone,20
pyramidJungleChest,1xitem.rottenFlesh@0,Rotten Flesh,minecraft:rotten_flesh,16
pyramidJungleChest,1xitem.saddle@0,Saddle,minecraft:saddle,3
pyramidJungleChest,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
pyramidJungleChest,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
pyramidJungleChest,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
pyramidJungleChest,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
pyramidJungleChest,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
pyramidJungleChest,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,2
pyramidJungleChest,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
pyramidJungleChest,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
pyramidJungleChest,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
pyramidJungleChest,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
pyramidJungleChest,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
pyramidJungleChest,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
pyramidJungleChest,1xic2.itemIngot@0,Copper Ingot,IC2:itemIngot,9
pyramidJungleChest,1xic2.itemIngot@1,Tin Ingot,IC2:itemIngot,8
pyramidJungleChest,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
pyramidJungleChest,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
pyramidJungleChest,1xitem.artifact@0,Artifact,Artifacts:artifact,8
pyramidJungleChest,1xitem.artifact_diamond_chestplate@0,Artifact Diamond Armor,Artifacts:artifact_diamond_chestplate,8
pyramidJungleChest,1xitem.artifact_golden_chestplate@0,Artifact Golden Armor,Artifacts:artifact_golden_chestplate,8
pyramidJungleChest,1xitem.artifact_iron_chestplate@0,Artifact Iron Armor,Artifacts:artifact_iron_chestplate,8
pyramidJungleChest,1xitem.InfoCalculator@0,Info Calculator,Calculator:InfoCalculator,10
pyramidJungleChest,1xitem.totemTool@0,Totem Tool,Ztones:totemTool,1
pyramidJungleChest,1xitem.hunger@0,MSG Pill,Ztones:hunger,1
pyramidJungleChest,1xtile.mfr.rubberwood.sapling@2,Mega Rubber Sapling,MineFactoryReloaded:rubberwood.sapling,8
pyramidJungleChest,1xtile.mfr.rubberwood.sapling@1,Sacred Rubber Sapling,MineFactoryReloaded:rubberwood.sapling,1
pyramidJungleChest,1xitem.RedGear.Brewcraft.Ingredients@1,Golden Feather,redgear_brewcraft:RedGear.Brewcraft.Ingredients,10
pyramidJungleChest,1xitem.chocopedia@0,Chocopedia,chococraft:Chocopedia,2
pyramidJungleChest,1xitem.oc.multi@47,Floppy Disk,OpenComputers:item,5
pyramidJungleChest,1xitem.itemTravelStaff@0,Staff of Traveling,EnderIO:itemTravelStaff,3
pyramidJungleChest,1xitem.darkSteel_sword@0,The Ender,EnderIO:item.darkSteel_sword,4
pyramidJungleChest,1xitem.tconstruct.canister@1,Miniature Red Heart,TConstruct:heartCanister,10
pyramidJungleChest,1xitem.lorePage@0,Adventurer's Diary,HardcoreEnderExpansion:adventurers_diary,5
pyramidJungleChest,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
pyramidJungleChest,1xitem.knowledgeNote@0,Knowledge Note,HardcoreEnderExpansion:knowledge_note,6
pyramidJungleChest,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
pyramidJungleChest,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
pyramidJungleChest,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
pyramidJungleChest,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,5
pyramidJungleChest,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,5
pyramidJungleChest,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,5
pyramidJungleChest,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,4
pyramidJungleChest,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,4
pyramidJungleChest,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,4
pyramidJungleChest,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,4
pyramidJungleChest,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,4
pyramidJungleChest,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
pyramidJungleChest,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
pyramidJungleChest,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
pyramidJungleChest,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
pyramidJungleChest,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
pyramidJungleChest,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
pyramidJungleChest,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
pyramidJungleChest,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,15
pyramidJungleChest,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
pyramidJungleChest,1xitem.spagettiandmeatballsItem@0,Spagetti and Meatballs,harvestcraft:spagettiandmeatballsItem,5
pyramidJungleChest,1xitem.deluxecheeseburgerItem@0,Deluxe Cheeseburger,harvestcraft:deluxecheeseburgerItem,5
pyramidJungleChest,1xitem.delightedmealItem@0,Delighted Meal,harvestcraft:delightedmealItem,5
pyramidJungleChest,1xitem.heartybreakfastItem@0,Hearty Breakfast,harvestcraft:heartybreakfastItem,5
pyramidJungleChest,1xitem.curryItem@0,Curry Rice,harvestcraft:curryItem,5
pyramidJungleChest,1xitem.rainbowcurryItem@0,Rainbow Curry,harvestcraft:rainbowcurryItem,5
pyramidJungleChest,1xitem.supremepizzaItem@0,Supreme Pizza,harvestcraft:supremepizzaItem,5
pyramidJungleChest,1xitem.baconmushroomburgerItem@0,Bacon Mushroom Burger,harvestcraft:baconmushroomburgerItem,5
pyramidJungleChest,1xitem.sausageinbreadItem@0,Sauage in Bread,harvestcraft:sausageinbreadItem,5
pyramidJungleChest,1xitem.beefwellingtonItem@0,Beef Wellington,harvestcraft:beefwellingtonItem,5
pyramidJungleChest,1xitem.epicbaconItem@0,Epic Bacon,harvestcraft:epicbaconItem,5
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleChest,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
pyramidJungleDispenser,1xitem.arrow@0,Arrow,minecraft:arrow,30
pyramidJungleDispenser,1xitem.mfr.safarinet.singleuse@0,Safari Net (Single-Use),MineFactoryReloaded:safarinet.singleuse,25
strongholdCorridor,1xitem.enderPearl@0,Ender Pearl,minecraft:ender_pearl,10
strongholdCorridor,1xitem.diamond@0,Diamond,minecraft:diamond,3
strongholdCorridor,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
strongholdCorridor,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,5
strongholdCorridor,1xitem.redstone@0,Redstone,minecraft:redstone,5
strongholdCorridor,1xitem.bread@0,Bread,minecraft:bread,15
strongholdCorridor,1xitem.apple@0,Apple,minecraft:apple,15
strongholdCorridor,1xitem.pickaxeIron@0,Iron Pickaxe,minecraft:iron_pickaxe,5
strongholdCorridor,1xitem.swordIron@0,Iron Sword,minecraft:iron_sword,5
strongholdCorridor,1xitem.chestplateIron@0,Iron Chestplate,minecraft:iron_chestplate,5
strongholdCorridor,1xitem.helmetIron@0,Iron Helmet,minecraft:iron_helmet,5
strongholdCorridor,1xitem.leggingsIron@0,Iron Leggings,minecraft:iron_leggings,5
strongholdCorridor,1xitem.bootsIron@0,Iron Boots,minecraft:iron_boots,5
strongholdCorridor,1xitem.appleGold@0,Golden Apple,minecraft:golden_apple,1
strongholdCorridor,1xitem.saddle@0,Saddle,minecraft:saddle,1
strongholdCorridor,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
strongholdCorridor,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
strongholdCorridor,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
strongholdCorridor,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
strongholdCorridor,1xitem.manaResource@1,Mana Pearl,Botania:manaResource,8
strongholdCorridor,1xitem.manaResource@1,Mana Pearl,Botania:manaResource,2
strongholdCorridor,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
strongholdCorridor,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,2
strongholdCorridor,1xic2.itemOreIridium@0,Iridium Ore,IC2:itemOreIridium,1
strongholdCorridor,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
strongholdCorridor,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
strongholdCorridor,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
strongholdCorridor,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
strongholdCorridor,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
strongholdCorridor,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
strongholdCorridor,1xic2.itemIngot@0,Copper Ingot,IC2:itemIngot,9
strongholdCorridor,1xic2.itemIngot@1,Tin Ingot,IC2:itemIngot,8
strongholdCorridor,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
strongholdCorridor,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
strongholdCorridor,1xitem.artifact@0,Artifact,Artifacts:artifact,3
strongholdCorridor,1xitem.artifact_diamond_helmet@0,Artifact Diamond Armor,Artifacts:artifact_diamond_helmet,3
strongholdCorridor,1xitem.artifact_diamond_chestplate@0,Artifact Diamond Armor,Artifacts:artifact_diamond_chestplate,3
strongholdCorridor,1xitem.artifact_diamond_leggings@0,Artifact Diamond Armor,Artifacts:artifact_diamond_leggings,3
strongholdCorridor,1xitem.artifact_diamond_boots@0,Artifact Diamond Armor,Artifacts:artifact_diamond_boots,3
strongholdCorridor,1xtile.flowers@3,Glowflower,BiomesOPlenty:flowers,25
strongholdCorridor,1xtile.flowers@2,Deathbloom,BiomesOPlenty:flowers,25
strongholdCorridor,1xitem.frameOblivion@0,Oblivion Frame,MagicBees:frameOblivion,18
strongholdCorridor,1xitem.grc.grapes@0,Grapes,Growthcraft|Grapes:grc.grapes,10
strongholdCorridor,1xitem.grc.hops@0,Hops,Growthcraft|Hops:grc.hops,10
strongholdCorridor,1xitem.RedGear.Brewcraft.Ingredients@1,Golden Feather,redgear_brewcraft:RedGear.Brewcraft.Ingredients,10
strongholdCorridor,1xitem.chocopedia@0,Chocopedia,chococraft:Chocopedia,2
strongholdCorridor,1xitem.lorePage@0,Adventurer's Diary,HardcoreEnderExpansion:adventurers_diary,5
strongholdCorridor,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
